NN;lex_rus;lang;class;lex_nd;first_cons;cons_type_old;cons_type;CL_SG;final_cons;fin_cons_type;POST_SG;first_vowel;vowel_type;lex_rus_sem;compound;semantics_KK;semantics_KK_detailed;;;;;
303;cpitsa vjazal'naja;hin;4;von;v;labial;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
304;naperctok;and;5;c'ːek'a;c'ː;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
304;naperctok;cham;3;χoχa;χ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
304;naperctok;chamg;3;χoχa;χ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
304;naperctok;inh;3;buruna;b;labial;labial;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
304;naperctok;tsez;3;bašiɬsi;b;labial;labial;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
304;naperctok;gin;2;hilu;h;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
304;naperctok;bezht;3;pilo;p;labial;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
304;naperctok;bezhh;3;zoʟ'o;z;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
304;naperctok;gunz;3;šɵšɵt'u;š;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
304;naperctok;lak;3;χːalaχːi-k'isːa;χː;fricative.post;fricative.post;NA;;;;;;"""igla + palets""";1;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
304;naperctok;arch;3;go1ntəra;g;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
304;naperctok;rutl;3;t'ilijadɨ;t';anterior;anterior;NA;;;;;;"""palets + jadɨ""";1;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
304;naperctok;tsah;3;t'ulung;t';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
304;naperctok;tsahg;3;t'ɨlɨng;t';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
304;naperctok;tsahc;3;t'ulung;t';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
304;naperctok;kryz;3;ujmäχ;NA;NA;NA;NA;χ;fricative.post;0;u;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
304;naperctok;bud;4;t'il;t';anterior;anterior;NA;l;liquid;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
304;naperctok;hin;3;ɨstalger;NA;NA;NA;NA;;;;ɨ;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
305;nozhnitsy;and;4;isir;NA;NA;NA;NA;;;;i;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
305;nozhnitsy;cham;PL;k'ʷanʟ'be;k'ʷ;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
305;nozhnitsy;chamg;4;k'unʟ'ib;k';plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
305;nozhnitsy;inh;4;qirič';q;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
305;nozhnitsy;tsez;4;qerič';q;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
305;nozhnitsy;gin;4;mok'ort'i;m;nasal;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
305;nozhnitsy;bezht;4;rüt't'enä;r;liquid;liquid;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
305;nozhnitsy;bezhh;4;rüt'-de-na;r;liquid;liquid;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
305;nozhnitsy;gunz;4;ruč'-t'ena;r;liquid;liquid;1;;;;;;"""rezat' + t'ena""";1;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
305;nozhnitsy;lak;4;hi1silu;h;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
305;nozhnitsy;arch;4;jatːərsi;j;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
305;nozhnitsy;rutl;4;q'1ɨč'id;q';plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
305;nozhnitsy;tsah;4;adesːe;NA;NA;NA;NA;;;;a;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
305;nozhnitsy;tsahg;4;adesːe;NA;NA;NA;NA;;;;a;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
305;nozhnitsy;tsahc;4;adesːe;NA;NA;NA;NA;;;;a;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
305;nozhnitsy;kryz;4;mɨk'rät';m;nasal;labial;NA;t';anterior;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
305;nozhnitsy;bud;4;mɨk'rət';m;nasal;labial;NA;t';anterior;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
305;nozhnitsy;hin;4;muk'rad;m;nasal;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
306;verevka;and;4;rošan;r;liquid;liquid;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
306;verevka;cham;3;hĩhʷã;h;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
306;verevka;chamg;5;nisːu;n;nasal;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
306;verevka;inh;4;rač'č'i;r;liquid;liquid;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
306;verevka;tsez;4;roč;r;liquid;liquid;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
306;verevka;gin;4;roč;r;liquid;liquid;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
306;verevka;bezht;4;räč;r;liquid;liquid;1;;;;;;iz koz'ej shercti;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
306;verevka;bezhh;3;muka;m;nasal;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
306;verevka;bezhh;4;sabali;s;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
306;verevka;bezhh;4;räč;r;liquid;liquid;1;;;;;;iz koz'ej shercti;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
306;verevka;gunz;4;rɵč;r;liquid;liquid;1;;;;;;iz koz'ej shercti;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
306;verevka;lak;3;xːʷa;xːʷ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
306;verevka;arch;3;ba1k'on(i);b;labial;labial;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
306;verevka;rutl;3;t'uʔ1;t';anterior;anterior;NA;;;;;;sherctjanaja;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
306;verevka;rutl;3;awan;NA;NA;NA;NA;;;;a;;konopljanaja;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
306;verevka;tsah;3;t'o1ʔa // t'oː1;t';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
306;verevka;tsahg;3;t'u1ʔ;t';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
306;verevka;tsahc;3;t'o1ʔ;t';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
306;verevka;kryz;4;muk'at';m;nasal;labial;NA;t';anterior;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
306;verevka;bud;3;keškid;k;plosive.post;plosive.post;NA;d;anterior;0;;;volocjanaja;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
306;verevka;hin;4;ǯijä;ǯ;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
306;verevka;hin;4;ink';NA;NA;NA;NA;;;;i;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
307;nitka;and;4;rekun;r;liquid;liquid;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
307;nitka;cham;3;kʷar;kʷ;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
307;nitka;chamg;3;koru;k;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
307;nitka;inh;3;moχo;m;nasal;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
307;nitka;tsez;3;moχo;m;nasal;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
307;nitka;gin;2;meq'u;m;nasal;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
307;nitka;bezht;4;röχöš;r;liquid;liquid;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
307;nitka;bezhh;4;röχöš;r;liquid;liquid;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
307;nitka;gunz;4;neχus;n;nasal;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
307;nitka;lak;4;χːal;χː;fricative.post;fricative.post;NA;;;;;;nesherctjanaja;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
307;nitka;arch;3;kʷar;kʷ;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
307;nitka;rutl;4;uχur;NA;NA;NA;1;;;;u;;nesherctjanaja;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
307;nitka;rutl;4;kʷely;kʷ;plosive.post;plosive.post;NA;;;;;;sherctjanaja;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
307;nitka;tsah;4;uχara;NA;NA;NA;NA;;;;u;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
307;nitka;tsahg;4;uχara;NA;NA;NA;NA;;;;u;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
307;nitka;tsahc;4;oχara;NA;NA;NA;NA;;;;o;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
307;nitka;kryz;3;χi;χ;fricative.post;fricative.post;NA;vowel;NA;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
307;nitka;bud;3;χiri;χ;fricative.post;fricative.post;NA;vowel;NA;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
307;nitka;hin;3;mɨsɨr;m;nasal;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
308;motok nitok;and;4;girgin;g;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
308;motok nitok;cham;5;ʁam;ʁ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
308;motok nitok;chamg;5;č'ač'an;č';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
308;motok nitok;inh;3;čarχi;č;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
308;motok nitok;tsez;3;c'ɵlo;c';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
308;motok nitok;gin;3;c'eli;c';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
308;motok nitok;bezht;3;laga;l;liquid;liquid;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
308;motok nitok;bezhh;3;laga;l;liquid;liquid;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
308;motok nitok;gunz;3;č'ile;č';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
308;motok nitok;lak;3;k'ut';k';plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
308;motok nitok;arch;3;k'ʷet';k'ʷ;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
308;motok nitok;rutl;3;c'ik'ʷ;c';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
308;motok nitok;tsah;3;c'ik'ʷ;c';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
308;motok nitok;tsahg;4;c'ik'ʷ;c';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
308;motok nitok;tsahc;4;kolt';k;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
308;motok nitok;kryz;3;k'ɨrk'ɨr;k';plosive.post;plosive.post;NA;r;liquid;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
308;motok nitok;bud;3;k'et';k';plosive.post;plosive.post;NA;t';anterior;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
308;motok nitok;hin;4;nüš // niš;n;nasal;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
309;greben' dlja shercti;and;4;hoʟ'u;h;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
309;greben' dlja shercti;cham;5;haʟ'ʷ;h;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
309;greben' dlja shercti;chamg;5;haʟ'u;h;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
309;greben' dlja shercti;inh;5;hẽʟu;h;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
309;greben' dlja shercti;tsez;2;hiʟu;h;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
309;greben' dlja shercti;gin;4;hiʟu;h;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
309;greben' dlja shercti;bezht;5;heʟö;h;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
309;greben' dlja shercti;bezhh;5;heʟo;h;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
309;greben' dlja shercti;gunz;5;heʟu;h;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
309;greben' dlja shercti;lak;3;qːʷat'a;qːʷ;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
309;greben' dlja shercti;arch;4;daq1;d;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
309;greben' dlja shercti;rutl;4;raʁ1;r;liquid;liquid;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
309;greben' dlja shercti;tsah;4;aʁ1aː;NA;NA;NA;NA;;;;a;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
309;greben' dlja shercti;tsahg;4;aʁ1a;NA;NA;NA;NA;;;;a;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
309;greben' dlja shercti;tsahc;4;aʁ1a;NA;NA;NA;NA;;;;a;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
309;greben' dlja shercti;kryz;4;täräχ;t;anterior;anterior;NA;χ;fricative.post;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
309;greben' dlja shercti;bud;4;daraʁ;d;anterior;anterior;NA;ʁ;fricative.post;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
309;greben' dlja shercti;hin;3;daraʁ;d;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
310;vereteno;and;4;migʷa;m;nasal;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
310;vereteno;cham;3;minna;m;nasal;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
310;vereteno;chamg;3;mirga;m;nasal;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
310;vereteno;inh;4;ãka;NA;NA;NA;NA;;;;ã;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
310;vereteno;tsez;4;ʕoʟ';ʕ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
310;vereteno;gin;4;iʟ';NA;NA;NA;NA;;;;i;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
310;vereteno;bezht;4;ãʟ';NA;NA;NA;NA;;;;ã;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
310;vereteno;bezhh;4;aʟ';NA;NA;NA;NA;;;;a;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
310;vereteno;gunz;4;ãʟ';NA;NA;NA;NA;;;;ã;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
310;vereteno;lak;4;zukːa;z;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
310;vereteno;arch;4;tung-t'a1nk'uli;t;anterior;anterior;NA;;;;;;"""oc' veretena + t'a1nk'uli""";1;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
310;vereteno;rutl;3;t'ɨbɨč';t';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
310;vereteno;tsah;4;t'ubɨč';t';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
310;vereteno;tsahg;4;t'abɨč';t';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
310;vereteno;tsahc;4;t'ɨbɨč';t';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
310;vereteno;kryz;4;ǯěhrä;ǯ;anterior;anterior;NA;vowel;NA;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
310;vereteno;bud;4;čere;č;anterior;anterior;NA;vowel;NA;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
310;vereteno;hin;4;ǯäʁrä;ǯ;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
311;tkatskij ctanok;and;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
311;tkatskij ctanok;cham;4;nis;n;nasal;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
311;tkatskij ctanok;chamg;3;jaraʁ;j;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
311;tkatskij ctanok;inh;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
311;tkatskij ctanok;tsez;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
311;tkatskij ctanok;gin;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
311;tkatskij ctanok;bezht;3;maq'o;m;nasal;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
311;tkatskij ctanok;bezhh;3;maq'o;m;nasal;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
311;tkatskij ctanok;gunz;3;mɵq'u;m;nasal;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
311;tkatskij ctanok;lak;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
311;tkatskij ctanok;arch;PL;marzi-k'olor;m;nasal;labial;NA;;;;;;kompaund?;1;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
311;tkatskij ctanok;rutl;4;jaχʷ;j;anterior;anterior;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
311;tkatskij ctanok;tsah;4;χana;χ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
311;tkatskij ctanok;tsahg;4;χana;χ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
311;tkatskij ctanok;tsahc;4;χana;χ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
311;tkatskij ctanok;kryz;PL;ʕäräǯ-är;ʕ;fricative.post;fricative.post;NA;;;0;;;;1;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
311;tkatskij ctanok;bud;4;ʕarəǯ;ʕ;fricative.post;fricative.post;NA;ǯ;anterior;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
311;tkatskij ctanok;hin;4;qala;q;plosive.post;plosive.post;NA;;;;;;dlja palaca;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
312;katok dlja kryshi;and;4;girgin;g;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
312;katok dlja kryshi;cham;4;s'erant'ʷ;s';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
312;katok dlja kryshi;chamg;5;c'iram;c';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
312;katok dlja kryshi;inh;5;k'eran;k';plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
312;katok dlja kryshi;tsez;3;gelč'u;g;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
312;katok dlja kryshi;gin;3;gelč'u;g;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
312;katok dlja kryshi;bezht;4;ʁert'enä;ʁ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
312;katok dlja kryshi;bezhh;4;ʁirt'ina;ʁ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
312;katok dlja kryshi;gunz;4;ʁɨrt'əna;ʁ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
312;katok dlja kryshi;lak;3;kːurunčaj;kː;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
312;katok dlja kryshi;arch;3;gikːur(i);g;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
312;katok dlja kryshi;rutl;4;darkʷ;d;anterior;anterior;1;;;;;;trambovka dlja kryshi;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
312;katok dlja kryshi;tsah;4;darakʷ // darak;d;anterior;anterior;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
312;katok dlja kryshi;tsahg;4;darakullukaj;d;anterior;anterior;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
312;katok dlja kryshi;tsahc;4;dakruk;d;anterior;anterior;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
312;katok dlja kryshi;kryz;3;piläkän;p;labial;labial;NA;n;nasal;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
312;katok dlja kryshi;kryz;3;biläkän;b;labial;labial;NA;n;nasal;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
312;katok dlja kryshi;bud;NA;NA;NA;NA;NA;NA;;;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
312;katok dlja kryshi;hin;4;k'urpan;k';plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
313;kuznetchnyj mekh;and;4;purχul;p;labial;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
313;kuznetchnyj mekh;cham;3;butuχ;b;labial;labial;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
313;kuznetchnyj mekh;chamg;3;perala;p;labial;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
313;kuznetchnyj mekh;inh;3;puduχa;p;labial;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
313;kuznetchnyj mekh;tsez;4;c'iʁo;c';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
313;kuznetchnyj mekh;gin;4;č'eʁi;č';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
313;kuznetchnyj mekh;bezht;4;pürähägö;p;labial;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
313;kuznetchnyj mekh;bezht;3;c'oʕa;c';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
313;kuznetchnyj mekh;bezhh;3;pürädägi;p;labial;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
313;kuznetchnyj mekh;gunz;5;palal;p;labial;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
