NN;lex_rus;lang;class;lex_nd;first_cons;cons_type_old;cons_type;CL_SG;final_cons;fin_cons_type;POST_SG;first_vowel;vowel_type;lex_rus_sem;compound;semantics_KK;semantics_KK_detailed;;;;;
378;brevno;tsah;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno;tsahg;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno;tsahc;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno;kryz;3;pijä;p;labial;labial;NA;vowel;NA;0;;;;0;house.field;celenie i dom;;;;;
378;brevno;bud;3;kutuk;k;plosive.post;plosive.post;NA;k;plosive.post;0;;;;0;house.field;celenie i dom;;;;;
378;brevno;hin;4;tohla;t;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno (b) balka;and;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno (b) balka;cham;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno (b) balka;chamg;3;aχim;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
378;brevno (b) balka;inh;4;rac'uc'an;r;liquid;liquid;1;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno (b) balka;tsez;3;oʟermu;NA;NA;NA;NA;;;;o;;;0;house.field;celenie i dom;;;;;
378;brevno (b) balka;gin;2;ʟuhu;ʟ;liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno (b) balka;bezht;4;q'äč'ä;q';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno (b) balka;bezhh;4;q'äč'ä;q';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno (b) balka;gunz;3;q'ač'a;q';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno (b) balka;lak;4;utːusːa;NA;NA;NA;NA;;;;u;;derevjannaja;0;house.field;celenie i dom;;;;;
378;brevno (b) balka;lak;3;č'ula;č';anterior;anterior;NA;;;;;;kamennaja;0;house.field;celenie i dom;;;;;
378;brevno (b) balka;arch;4;χːat;χː;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno (b) balka;arch;4;ša1tːi;š;anterior;anterior;NA;;;;;;poperetchnaja;0;house.field;celenie i dom;;;;;
378;brevno (b) balka;arch;3;kʷem;kʷ;plosive.post;plosive.post;NA;;;;;;poperetchnaja;0;house.field;celenie i dom;;;;;
378;brevno (b) balka;rutl;3;ɢuǯ;ɢ;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno (b) balka;tsah;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno (b) balka;tsahg;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno (b) balka;tsahc;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
378;brevno (b) balka;kryz;NA;NA;NA;NA;NA;NA;;;0;;;;0;house.field;celenie i dom;;;;;
378;brevno (b) balka;bud;4;tir;t;anterior;anterior;NA;r;liquid;0;;;;0;house.field;celenie i dom;;;;;
378;brevno (b) balka;hin;4;tir;t;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
379;zherd';and;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
379;zherd';cham;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
379;zherd';chamg;4;č'ant'a;č';anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
379;zherd';inh;3;apar;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
379;zherd';tsez;4;giri;g;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
379;zherd';gin;4;giri;g;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
379;zherd';gin;3;nuqo;n;nasal;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
379;zherd';bezht;3;miqo;m;nasal;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
379;zherd';bezhh;3;miqo;m;nasal;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
379;zherd';gunz;3;mɨqu;m;nasal;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
379;zherd';lak;3;marqʷ;m;nasal;labial;NA;;;;;;dlja nactila potolka;0;house.field;celenie i dom;;;;;
379;zherd';arch;3;moʟ'or;m;nasal;labial;NA;;;;;;dlja nactila potolka;0;house.field;celenie i dom;;;;;
379;zherd';rutl;4;q'1ɨrɨs;q';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
379;zherd';tsah;3;č'ily;č';anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
379;zherd';tsahg;4;q'1ɨrɨs;q';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
379;zherd';tsahc;3;q'1ɨhrɨs;q';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
379;zherd';tsahc;3;č'ily;č';anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
379;zherd';kryz;4;šěχ;š;anterior;anterior;NA;χ;fricative.post;0;;;;0;house.field;celenie i dom;;;;;
379;zherd';bud;4;šaχ;š;anterior;anterior;NA;χ;fricative.post;0;;;;0;house.field;celenie i dom;;;;;
379;zherd';bud;4;χalčəp;χ;fricative.post;fricative.post;NA;p;labial;0;;;;0;house.field;celenie i dom;;;;;
379;zherd';bud;3;k'ərt'ənə;k';plosive.post;plosive.post;NA;vowel;NA;0;;;;0;house.field;celenie i dom;;;;;
379;zherd';hin;4;šüː;š;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
380;docka;and;4;χːin;χː;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
380;docka;cham;3;s'e:;s';anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
380;docka;chamg;3;c'ej;c';anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
380;docka;inh;5;q'1otu;q';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
380;docka;tsez;4;q'1ir;q';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
380;docka;gin;4;q'il;q';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
380;docka;bezht;4;ʟ'ešä;ʟ';liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
380;docka;bezhh;4;ʟ'oʟ'ijo;ʟ';liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
380;docka;gunz;4;hɵ̃n;h;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
380;docka;lak;4;ula;NA;NA;NA;NA;;;;u;;;0;house.field;celenie i dom;;;;;
380;docka;lak;4;taχta;t;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
380;docka;arch;4;q'ul;q';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
380;docka;rutl;4;q'ul;q';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
380;docka;tsah;4;q'uwa;q';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
380;docka;tsahg;4;q'uwa;q';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
380;docka;tsahc;4;q'uwa;q';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
380;docka;kryz;3;täχtä;t;anterior;anterior;NA;vowel;NA;0;;;;0;house.field;celenie i dom;;;;;
380;docka;bud;4;taχtə;t;anterior;anterior;NA;vowel;NA;0;;;;0;house.field;celenie i dom;;;;;
380;docka;hin;4;taχta;t;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
381;krysha (zemljanaja);and;5;lom;l;liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
381;krysha (zemljanaja);cham;3;am;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
381;krysha (zemljanaja);chamg;3;amu;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
381;krysha (zemljanaja);inh;3;ʟ'ũ;ʟ';liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
381;krysha (zemljanaja);tsez;3;ʟ'u1;ʟ';liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
381;krysha (zemljanaja);gin;3;ʟ'u;ʟ';liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
381;krysha (zemljanaja);bezht;3;ʟ'ama;ʟ';liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
381;krysha (zemljanaja);bezhh;3;ʟ'amo;ʟ';liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
381;krysha (zemljanaja);gunz;3;ʟ'ɵme;ʟ';liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
381;krysha (zemljanaja);lak;4;c'ijalu;c';anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
381;krysha (zemljanaja);arch;4;harq;h;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
381;krysha (zemljanaja);rutl;4;χɨladɨ;χ;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
381;krysha (zemljanaja);tsah;4;daχa;d;anterior;anterior;1;;;;;;;0;house.field;celenie i dom;;;;;
381;krysha (zemljanaja);tsahg;4;daχa;d;anterior;anterior;1;;;;;;;0;house.field;celenie i dom;;;;;
381;krysha (zemljanaja);tsahc;4;daχa;d;anterior;anterior;1;;;;;;;0;house.field;celenie i dom;;;;;
381;krysha (zemljanaja);kryz;3;χal;χ;fricative.post;fricative.post;NA;l;liquid;0;;;;0;house.field;celenie i dom;;;;;
381;krysha (zemljanaja);bud;4;χal;χ;fricative.post;fricative.post;NA;l;liquid;0;;;;0;house.field;celenie i dom;;;;;
381;krysha (zemljanaja);hin;3;gis;g;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
382;plita kamennaja dlja ukreplenija kraev kryshi;and;5;hinc'o;h;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
382;plita kamennaja dlja ukreplenija kraev kryshi;cham;3;t'it'a;t';anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
382;plita kamennaja dlja ukreplenija kraev kryshi;chamg;5;abul;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
382;plita kamennaja dlja ukreplenija kraev kryshi;inh;3;boʟ'o;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
382;plita kamennaja dlja ukreplenija kraev kryshi;tsez;2;ʟ'imi;ʟ';liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
382;plita kamennaja dlja ukreplenija kraev kryshi;gin;4;lašu;l;liquid;liquid;NA;;;;;;kraj zemljanoj kryshi;0;house.field;celenie i dom;;;;;
382;plita kamennaja dlja ukreplenija kraev kryshi;bezht;5;šip'i;š;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
382;plita kamennaja dlja ukreplenija kraev kryshi;bezhh;5;sip'i;s;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
382;plita kamennaja dlja ukreplenija kraev kryshi;gunz;5;sɨp'i;s;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
382;plita kamennaja dlja ukreplenija kraev kryshi;lak;4;zunk'lu;z;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
382;plita kamennaja dlja ukreplenija kraev kryshi;arch;4;hirχːon;h;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
382;plita kamennaja dlja ukreplenija kraev kryshi;rutl;3;q'ʷab;q'ʷ;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
382;plita kamennaja dlja ukreplenija kraev kryshi;tsah;3;lakur;l;liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
382;plita kamennaja dlja ukreplenija kraev kryshi;tsahg;3;lakur;l;liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
382;plita kamennaja dlja ukreplenija kraev kryshi;tsahc;3;wut;w;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
382;plita kamennaja dlja ukreplenija kraev kryshi;kryz;4;ketil;k;plosive.post;plosive.post;NA;l;liquid;0;;;;0;house.field;celenie i dom;;;;;
382;plita kamennaja dlja ukreplenija kraev kryshi;bud;NA;NA;NA;NA;NA;NA;;;0;;;;0;house.field;celenie i dom;;;;;
382;plita kamennaja dlja ukreplenija kraev kryshi;hin;4;č'ärä;č';anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
383;potolok;and;5;moq'ol;m;nasal;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
383;potolok;cham;3;jeq'muq';j;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
383;potolok;chamg;4;req'muq'a;r;liquid;liquid;1;;;;;;;0;house.field;celenie i dom;;;;;
383;potolok;inh;3;χɨna;χ;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
383;potolok;tsez;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
383;potolok;gin;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
383;potolok;bezht;4;ʟuʁ;ʟ;liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
383;potolok;bezhh;4;ʟuχ;ʟ;liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
383;potolok;gunz;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
383;potolok;lak;4;maʁu;m;nasal;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
383;potolok;arch;PL;χːat-moʟ'orum;χː;fricative.post;fricative.post;NA;;;;;;"""balka + berezy""";1;house.field;celenie i dom;;;;;
383;potolok;rutl;4;ɢaw;ɢ;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
383;potolok;tsah;4;qureky;q;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
383;potolok;tsahg;4;qurok;q;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
383;potolok;tsahc;4;qurky;q;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
383;potolok;kryz;3;χal;χ;fricative.post;fricative.post;NA;l;liquid;0;;;;0;house.field;celenie i dom;;;;;
383;potolok;bud;4;χal;χ;fricative.post;fricative.post;NA;l;liquid;0;;;;0;house.field;celenie i dom;;;;;
383;potolok;hin;4;quv;q;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
384;otchag;and;5;aqi;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
384;otchag;cham;3;tawχa;t;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
384;otchag;chamg;5;aqu;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
384;otchag;inh;4;tawχan;t;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
384;otchag;tsez;4;muχari;m;nasal;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
384;otchag;gin;3;buχari;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
384;otchag;bezht;5;ãχo;NA;NA;NA;NA;;;;ã;;;0;house.field;celenie i dom;;;;;
384;otchag;bezhh;5;aχac'o;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
384;otchag;gunz;3;buχari;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
384;otchag;lak;4;k'ʷač;k'ʷ;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
384;otchag;arch;3;buχar;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
384;otchag;rutl;3;bɨχajri;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
384;otchag;tsah;3;buχara;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
384;otchag;tsahg;3;buχara;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
384;otchag;tsahc;3;buχara;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
384;otchag;kryz;4;uǯaʁ;NA;NA;NA;NA;ʁ;fricative.post;0;u;;;0;house.field;celenie i dom;;;;;
384;otchag;bud;3;uǯaʁ;NA;NA;NA;NA;ʁ;fricative.post;0;u;;;0;house.field;celenie i dom;;;;;
384;otchag;hin;3;uǯaʁ;NA;NA;NA;NA;;;;u;;;0;house.field;celenie i dom;;;;;
385;petch' glinjanaja dlja khleba;and;3;kurki;k;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
385;petch' glinjanaja dlja khleba;cham;3;t'alaʟ;t';anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
385;petch' glinjanaja dlja khleba;chamg;3;t'ala;t';anterior;anterior;NA;;;;;;dukhovka;0;house.field;celenie i dom;;;;;
385;petch' glinjanaja dlja khleba;inh;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
385;petch' glinjanaja dlja khleba;tsez;3;kor;k;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
385;petch' glinjanaja dlja khleba;gin;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
385;petch' glinjanaja dlja khleba;bezht;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
385;petch' glinjanaja dlja khleba;bezhh;NA;NA;NA;NA;NA;NA;;;;;;;0;house.field;celenie i dom;;;;;
385;petch' glinjanaja dlja khleba;gunz;3;buχari;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
385;petch' glinjanaja dlja khleba;lak;3;k'ʷara;k'ʷ;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
385;petch' glinjanaja dlja khleba;arch;3;kor;k;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
385;petch' glinjanaja dlja khleba;rutl;3;xar;x;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
385;petch' glinjanaja dlja khleba;tsah;3;laχːa;l;liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
385;petch' glinjanaja dlja khleba;tsah;3;kura;k;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
385;petch' glinjanaja dlja khleba;tsahg;3;laχːa;l;liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
385;petch' glinjanaja dlja khleba;tsahc;3;laχːa;l;liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
385;petch' glinjanaja dlja khleba;tsahg;3;kura;k;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
385;petch' glinjanaja dlja khleba;tsahc;3;kura;k;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
385;petch' glinjanaja dlja khleba;kryz;4;säǯ;s;anterior;anterior;NA;ǯ;anterior;0;;;;0;house.field;celenie i dom;;;;;
385;petch' glinjanaja dlja khleba;kryz;3;tändɨr;t;anterior;anterior;NA;r;liquid;0;;;;0;house.field;celenie i dom;;;;;
385;petch' glinjanaja dlja khleba;bud;3;tonu;t;anterior;anterior;NA;vowel;NA;0;;;;0;house.field;celenie i dom;;;;;
385;petch' glinjanaja dlja khleba;hin;4;tunor;t;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
386;dver';and;4;hinc'ːu;h;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
386;dver';cham;5;hĩs'ʷ;h;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
386;dver';chamg;5;hinc'u;h;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
386;dver';inh;4;ãc;NA;NA;NA;NA;;;;ã;;;0;house.field;celenie i dom;;;;;
386;dver';tsez;2;ac;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
386;dver';gin;2;ac;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
386;dver';gin;2;ʕac;ʕ;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
386;dver';bezht;5;ãc;NA;NA;NA;NA;;;;ã;;;0;house.field;celenie i dom;;;;;
386;dver';bezhh;5;ac;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
386;dver';gunz;5;ə̃cu;NA;NA;NA;NA;;;;ə̃;;;0;house.field;celenie i dom;;;;;
386;dver';lak;4;nuz;n;nasal;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
386;dver';arch;4;daʟ';d;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
386;dver';rutl;4;rak;r;liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
386;dver';tsah;4;akːa;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
386;dver';tsahg;4;akːa;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
386;dver';tsahc;4;akːa;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
386;dver';kryz;4;räk;r;liquid;liquid;NA;k;plosive.post;0;;;;0;house.field;celenie i dom;;;;;
386;dver';bud;4;ɢapu;ɢ;plosive.post;plosive.post;NA;vowel;NA;0;;;;0;house.field;celenie i dom;;;;;
386;dver';hin;3;toz;t;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
386;dver';hin;4;toz;t;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
387;zamok;and;PL;rek'ul-o-l;r;liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
387;zamok;cham;4;jik'ul;j;anterior;anterior;1;;;;;;;0;house.field;celenie i dom;;;;;
387;zamok;chamg;4;rič'an;r;liquid;liquid;1;;;;;;;0;house.field;celenie i dom;;;;;
387;zamok;inh;4;ražik'a;r;liquid;liquid;1;;;;;;;0;house.field;celenie i dom;;;;;
387;zamok;tsez;4;ʜiši-muku;ʜ;fricative.post;fricative.post;NA;;;;;;;1;house.field;celenie i dom;;;;;
387;zamok;gin;4;χišu;χ;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
387;zamok;bezht;4;räʜäj;r;liquid;liquid;1;;;;;;;0;house.field;celenie i dom;;;;;
387;zamok;bezhh;4;rähäj;r;liquid;liquid;1;;;;;;;0;house.field;celenie i dom;;;;;
387;zamok;gunz;4;raʜaj;r;liquid;liquid;1;;;;;;;0;house.field;celenie i dom;;;;;
387;zamok;lak;4;q'unq'ula;q';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
387;zamok;arch;4;ɬerumk'ul;ɬ;liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
387;zamok;rutl;3;ɢʷat';ɢʷ;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
387;zamok;tsah;4;kuklyak;k;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
387;zamok;tsahg;4;kuklyak;k;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
387;zamok;tsahc;4;kuklak;k;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
387;zamok;kryz;4;k'ufɨr;k';plosive.post;plosive.post;NA;r;liquid;0;;;;0;house.field;celenie i dom;;;;;
387;zamok;bud;3;k'uful;k';plosive.post;plosive.post;NA;l;liquid;0;;;;0;house.field;celenie i dom;;;;;
387;zamok;hin;4;unkwi;NA;NA;NA;NA;;;;u;;;0;house.field;celenie i dom;;;;;
388;kljutch;and;5;rek'ul;r;liquid;liquid;NA;;;;;;;0;house.field;celenie i dom;;;;;
388;kljutch;cham;4;jik'ul;j;anterior;anterior;1;;;;;;;0;house.field;celenie i dom;;;;;
388;kljutch;chamg;4;rič'an;r;liquid;liquid;1;;;;;;;0;house.field;celenie i dom;;;;;
388;kljutch;inh;4;rik'a;r;liquid;liquid;1;;;;;;;0;house.field;celenie i dom;;;;;
388;kljutch;tsez;4;reka;r;liquid;liquid;1;;;;;;;0;house.field;celenie i dom;;;;;
388;kljutch;gin;4;χišu;χ;fricative.post;fricative.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
388;kljutch;bezht;4;rigä;r;liquid;liquid;1;;;;;;;0;house.field;celenie i dom;;;;;
388;kljutch;bezhh;4;riga;r;liquid;liquid;1;;;;;;;0;house.field;celenie i dom;;;;;
388;kljutch;gunz;4;riga;r;liquid;liquid;1;;;;;;;0;house.field;celenie i dom;;;;;
388;kljutch;lak;4;k'ula;k';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
388;kljutch;arch;4;nak'əna;n;nasal;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
388;kljutch;rutl;4;güleg;g;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
388;kljutch;tsah;4;mɨk'ej;m;nasal;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
388;kljutch;tsahg;4;mɨk'ɨjä;m;nasal;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
388;kljutch;tsahc;4;mɨk'ej;m;nasal;labial;NA;;;;;;;0;house.field;celenie i dom;;;;;
388;kljutch;kryz;4;häčěr;h;fricative.post;fricative.post;NA;r;liquid;0;;;;0;house.field;celenie i dom;;;;;
388;kljutch;bud;4;hečer;h;fricative.post;fricative.post;NA;r;liquid;0;;;;0;house.field;celenie i dom;;;;;
388;kljutch;hin;4;ačar;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
389;lectnitsa kamennaja;and;5;bark'ʷol;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
389;lectnitsa kamennaja;cham;3;bek'ʷana;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
389;lectnitsa kamennaja;chamg;3;č'ek'a;č';anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
389;lectnitsa kamennaja;inh;3;bek'ʷan;b;labial;labial;1;;;;;;;0;house.field;celenie i dom;;;;;
389;lectnitsa kamennaja;tsez;4;q1iʟuri;q;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
389;lectnitsa kamennaja;gin;4;qʷač';qʷ;plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
389;lectnitsa kamennaja;bezht;3;k'ado;k';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
389;lectnitsa kamennaja;bezhh;3;k'ado;k';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
389;lectnitsa kamennaja;gunz;3;k'ɵdɵ;k';plosive.post;plosive.post;NA;;;;;;;0;house.field;celenie i dom;;;;;
389;lectnitsa kamennaja;lak;3;šač'anu;š;anterior;anterior;NA;;;;;;;0;house.field;celenie i dom;;;;;
389;lectnitsa kamennaja;arch;4;aq;NA;NA;NA;NA;;;;a;;;0;house.field;celenie i dom;;;;;
